serial,Distance,Date,Time,Day,Day_type,SpclOccasions,Target
196,46,2019-11-04,01:55:00,Monday,workingDay,Null,LOCK
197,43,2019-11-03,01:55:00,Sunday,Holiday,Null,LOCK
197,32,2019-11-02,16:18:00,Saturday,Holiday,Null,LOCK
197,5,2019-11-02,13:05:00,Saturday,Holiday,Null,UNLOCK
197,45,2019-11-02,03:31:00,Saturday,Holiday,Null,LOCK
197,19,2019-11-02,19:31:00,Saturday,Holiday,Null,UNLOCK
197,20,2019-11-02,11:41:00,Saturday,Holiday,Null,UNLOCK
197,39,2019-11-02,17:17:00,Saturday,Holiday,Null,LOCK
198,19,2019-11-02,17:17:00,Saturday,Holiday,Null,LOCK
198,37,2019-11-01,09:14:00,Friday,workingDay,Null,LOCK
198,26,2019-11-01,05:04:00,Friday,workingDay,Null,LOCK
198,38,2019-11-01,02:15:00,Friday,workingDay,Null,LOCK
199,28,2019-11-01,02:15:00,Friday,workingDay,Null,LOCK
199,22,2019-10-31,07:34:00,Thursday,workingDay,Null,LOCK
199,28,2019-10-31,16:12:00,Thursday,workingDay,Null,LOCK
200,9,2019-10-31,16:12:00,Thursday,workingDay,Null,LOCK
200,44,2019-10-30,17:16:00,Wednesday,workingDay,Null,LOCK
200,21,2019-10-30,18:44:00,Wednesday,workingDay,Null,LOCK
201,24,2019-10-30,18:44:00,Wednesday,workingDay,Null,LOCK
201,32,2019-10-29,06:48:00,Tuesday,workingDay,Null,LOCK
201,45,2019-10-29,04:53:00,Tuesday,workingDay,Null,LOCK
201,29,2019-10-29,18:46:00,Tuesday,workingDay,Null,LOCK
202,34,2019-10-29,18:46:00,Tuesday,workingDay,Null,LOCK
202,10,2019-10-28,05:22:00,Monday,workingDay,Null,LOCK
202,41,2019-10-28,13:48:00,Monday,workingDay,Null,LOCK
202,13,2019-10-28,07:45:00,Monday,workingDay,Null,UNLOCK
202,10,2019-10-28,22:34:00,Monday,workingDay,Null,LOCK
203,20,2019-10-28,22:34:00,Monday,workingDay,Null,LOCK
203,39,2019-10-27,05:04:00,Sunday,Holiday,Null,LOCK
203,25,2019-10-27,03:29:00,Sunday,Holiday,Null,LOCK
203,22,2019-10-27,14:53:00,Sunday,Holiday,Null,LOCK
203,25,2019-10-27,20:04:00,Sunday,Holiday,Null,LOCK
203,46,2019-10-27,20:11:00,Sunday,Holiday,Null,LOCK
204,22,2019-10-27,20:11:00,Sunday,Holiday,Null,LOCK
204,46,2019-10-26,22:58:00,Saturday,Holiday,Null,LOCK
205,16,2019-10-26,22:58:00,Saturday,Holiday,Null,LOCK
205,11,2019-10-25,04:46:00,Friday,workingDay,Null,LOCK
205,6,2019-10-25,03:12:00,Friday,workingDay,Null,LOCK
205,28,2019-10-25,11:15:00,Friday,workingDay,Null,LOCK
206,48,2019-10-25,11:15:00,Friday,workingDay,Null,LOCK
206,11,2019-10-24,04:21:00,Thursday,workingDay,Null,LOCK
206,8,2019-10-24,23:42:00,Thursday,workingDay,Null,LOCK
207,6,2019-10-24,23:42:00,Thursday,workingDay,Null,LOCK
207,10,2019-10-23,02:47:00,Wednesday,workingDay,Null,LOCK
207,20,2019-10-23,17:33:00,Wednesday,workingDay,Null,UNLOCK
207,14,2019-10-23,05:13:00,Wednesday,workingDay,Null,LOCK
207,29,2019-10-23,06:24:00,Wednesday,workingDay,Null,LOCK
208,37,2019-10-23,06:24:00,Wednesday,workingDay,Null,LOCK
208,24,2019-10-22,16:22:00,Tuesday,workingDay,Null,LOCK
208,23,2019-10-22,19:11:00,Tuesday,workingDay,Null,LOCK
209,27,2019-10-22,19:11:00,Tuesday,workingDay,Null,LOCK
209,25,2019-10-21,19:08:00,Monday,workingDay,Null,LOCK
209,16,2019-10-21,08:15:00,Monday,workingDay,Null,UNLOCK
209,32,2019-10-21,04:16:00,Monday,workingDay,Null,LOCK
209,48,2019-10-21,08:30:00,Monday,workingDay,Null,LOCK
210,44,2019-10-21,08:30:00,Monday,workingDay,Null,LOCK
210,41,2019-10-20,03:21:00,Sunday,Holiday,Null,LOCK
210,26,2019-10-20,07:00:00,Sunday,Holiday,Null,LOCK
210,49,2019-10-20,05:50:00,Sunday,Holiday,Null,LOCK
211,45,2019-10-20,05:50:00,Sunday,Holiday,Null,LOCK
211,25,2019-10-19,12:45:00,Saturday,Holiday,Null,LOCK
212,32,2019-10-19,12:45:00,Saturday,Holiday,Null,LOCK
212,10,2019-10-18,22:23:00,Friday,workingDay,Null,LOCK
212,22,2019-10-18,08:36:00,Friday,workingDay,Null,LOCK
212,23,2019-10-18,17:15:00,Friday,workingDay,Null,LOCK
213,26,2019-10-18,17:15:00,Friday,workingDay,Null,LOCK
213,25,2019-10-17,09:44:00,Thursday,workingDay,Null,LOCK
213,25,2019-10-17,00:46:00,Thursday,workingDay,Null,LOCK
213,23,2019-10-17,09:25:00,Thursday,workingDay,Null,LOCK
213,35,2019-10-17,21:19:00,Thursday,workingDay,Null,LOCK
214,41,2019-10-17,21:19:00,Thursday,workingDay,Null,LOCK
214,45,2019-10-16,12:37:00,Wednesday,workingDay,Null,LOCK
214,33,2019-10-16,13:45:00,Wednesday,workingDay,Null,LOCK
215,50,2019-10-16,13:45:00,Wednesday,workingDay,Null,LOCK
215,20,2019-10-15,03:52:00,Tuesday,workingDay,Null,LOCK
215,39,2019-10-15,01:42:00,Tuesday,workingDay,Null,LOCK
215,24,2019-10-15,00:19:00,Tuesday,workingDay,Null,LOCK
215,45,2019-10-15,18:41:00,Tuesday,workingDay,Null,LOCK
216,7,2019-10-15,18:41:00,Tuesday,workingDay,Null,LOCK
216,16,2019-10-14,14:06:00,Monday,workingDay,Null,UNLOCK
216,23,2019-10-14,22:45:00,Monday,workingDay,Null,LOCK
216,32,2019-10-14,15:39:00,Monday,workingDay,Null,LOCK
216,40,2019-10-14,17:51:00,Monday,workingDay,Null,LOCK
217,41,2019-10-14,17:51:00,Monday,workingDay,Null,LOCK
217,7,2019-10-13,03:22:00,Sunday,Holiday,Null,LOCK
217,41,2019-10-13,00:02:00,Sunday,Holiday,Null,LOCK
217,44,2019-10-13,13:02:00,Sunday,Holiday,Null,LOCK
217,24,2019-10-13,09:00:00,Sunday,Holiday,Null,LOCK
217,38,2019-10-13,10:09:00,Sunday,Holiday,Null,LOCK
218,23,2019-10-13,10:09:00,Sunday,Holiday,Null,LOCK
218,31,2019-10-12,02:50:00,Saturday,Holiday,Null,LOCK
218,10,2019-10-12,18:47:00,Saturday,Holiday,Null,UNLOCK
218,44,2019-10-12,19:55:00,Saturday,Holiday,Null,LOCK
219,32,2019-10-12,19:55:00,Saturday,Holiday,Null,LOCK
219,21,2019-10-11,22:07:00,Friday,workingDay,Null,LOCK
219,50,2019-10-11,13:40:00,Friday,workingDay,Null,LOCK
220,12,2019-10-11,13:40:00,Friday,workingDay,Null,LOCK
220,11,2019-10-10,01:00:00,Thursday,workingDay,Null,LOCK
220,12,2019-10-10,02:07:00,Thursday,workingDay,Null,LOCK
220,39,2019-10-10,22:06:00,Thursday,workingDay,Null,LOCK
221,20,2019-10-10,22:06:00,Thursday,workingDay,Null,LOCK
221,41,2019-10-09,04:02:00,Wednesday,workingDay,Null,LOCK
221,7,2019-10-09,14:25:00,Wednesday,workingDay,Null,UNLOCK
221,49,2019-10-09,06:14:00,Wednesday,workingDay,Null,LOCK
222,45,2019-10-09,06:14:00,Wednesday,workingDay,Null,LOCK
222,24,2019-10-08,14:58:00,Tuesday,workingDay,Null,LOCK
222,36,2019-10-08,07:22:00,Tuesday,workingDay,Null,LOCK
223,5,2019-10-08,07:22:00,Tuesday,workingDay,Null,LOCK
223,44,2019-10-07,22:52:00,Monday,workingDay,Null,LOCK
223,28,2019-10-07,18:05:00,Monday,workingDay,Null,LOCK
223,19,2019-10-07,03:01:00,Monday,workingDay,Null,LOCK
224,46,2019-10-07,03:01:00,Monday,workingDay,Null,LOCK
224,14,2019-10-06,13:17:00,Sunday,Holiday,Null,UNLOCK
224,38,2019-10-06,16:28:00,Sunday,Holiday,Null,LOCK
224,16,2019-10-06,13:42:00,Sunday,Holiday,Null,UNLOCK
224,48,2019-10-06,09:38:00,Sunday,Holiday,Null,LOCK
225,7,2019-10-06,09:38:00,Sunday,Holiday,Null,LOCK
225,37,2019-10-05,15:24:00,Saturday,Holiday,Null,LOCK
225,50,2019-10-05,16:13:00,Saturday,Holiday,Null,LOCK
225,6,2019-10-05,08:30:00,Saturday,Holiday,Null,UNLOCK
226,41,2019-10-05,08:30:00,Saturday,Holiday,Null,LOCK
226,31,2019-10-04,14:23:00,Friday,workingDay,Null,LOCK
226,7,2019-10-04,02:30:00,Friday,workingDay,Null,LOCK
227,27,2019-10-04,02:30:00,Friday,workingDay,Null,LOCK
227,49,2019-10-03,03:13:00,Thursday,workingDay,Null,LOCK
227,47,2019-10-03,23:37:00,Thursday,workingDay,Null,LOCK
227,46,2019-10-03,16:59:00,Thursday,workingDay,Null,LOCK
227,5,2019-10-03,00:41:00,Thursday,workingDay,Null,LOCK
228,8,2019-10-03,00:41:00,Thursday,workingDay,Null,LOCK
228,26,2019-10-02,11:23:00,Wednesday,workingDay,Null,LOCK
228,8,2019-10-02,13:34:00,Wednesday,workingDay,Null,UNLOCK
229,7,2019-10-02,13:34:00,Wednesday,workingDay,Null,UNLOCK
229,10,2019-10-01,02:06:00,Tuesday,workingDay,Null,LOCK
229,25,2019-10-01,12:32:00,Tuesday,workingDay,Null,LOCK
229,26,2019-10-01,23:39:00,Tuesday,workingDay,Null,LOCK
229,34,2019-10-01,22:41:00,Tuesday,workingDay,Null,LOCK
230,41,2019-10-01,22:41:00,Tuesday,workingDay,Null,LOCK
230,21,2019-09-30,22:41:00,Monday,workingDay,Null,LOCK
230,24,2019-09-30,03:27:00,Monday,workingDay,Null,LOCK
231,39,2019-09-30,03:27:00,Monday,workingDay,Null,LOCK
231,10,2019-09-29,17:40:00,Sunday,Holiday,Null,UNLOCK
231,42,2019-09-29,23:24:00,Sunday,Holiday,Null,LOCK
231,5,2019-09-29,15:54:00,Sunday,Holiday,Null,UNLOCK
232,26,2019-09-29,15:54:00,Sunday,Holiday,Null,LOCK
232,35,2019-09-28,11:05:00,Saturday,Holiday,Null,LOCK
232,15,2019-09-28,13:36:00,Saturday,Holiday,Null,UNLOCK
233,24,2019-09-28,13:36:00,Saturday,Holiday,Null,LOCK
233,37,2019-09-27,21:45:00,Friday,workingDay,Null,LOCK
233,43,2019-09-27,16:49:00,Friday,workingDay,Null,LOCK
234,9,2019-09-27,16:49:00,Friday,workingDay,Null,LOCK
234,17,2019-09-26,09:28:00,Thursday,workingDay,Null,UNLOCK
234,29,2019-09-26,10:06:00,Thursday,workingDay,Null,LOCK
235,42,2019-09-26,10:06:00,Thursday,workingDay,Null,LOCK
235,34,2019-09-25,16:12:00,Wednesday,workingDay,Null,LOCK
235,13,2019-09-25,09:06:00,Wednesday,workingDay,Null,UNLOCK
236,42,2019-09-25,09:06:00,Wednesday,workingDay,Null,LOCK
236,42,2019-09-24,18:46:00,Tuesday,workingDay,Null,LOCK
236,22,2019-09-24,17:52:00,Tuesday,workingDay,Null,LOCK
236,27,2019-09-24,17:33:00,Tuesday,workingDay,Null,LOCK
236,18,2019-09-24,17:00:00,Tuesday,workingDay,Null,UNLOCK
237,47,2019-09-24,17:00:00,Tuesday,workingDay,Null,LOCK
237,26,2019-09-23,14:48:00,Monday,workingDay,Null,LOCK
237,33,2019-09-23,13:45:00,Monday,workingDay,Null,LOCK
238,36,2019-09-23,13:45:00,Monday,workingDay,Null,LOCK
238,44,2019-09-22,07:41:00,Sunday,Holiday,Null,LOCK
238,44,2019-09-22,00:07:00,Sunday,Holiday,Null,LOCK
238,22,2019-09-22,06:32:00,Sunday,Holiday,Null,LOCK
239,25,2019-09-22,06:32:00,Sunday,Holiday,Null,LOCK
239,42,2019-09-21,09:26:00,Saturday,Holiday,Null,LOCK
239,10,2019-09-21,11:36:00,Saturday,Holiday,Null,UNLOCK
239,30,2019-09-21,19:43:00,Saturday,Holiday,Null,LOCK
240,21,2019-09-21,19:43:00,Saturday,Holiday,Null,LOCK
240,6,2019-09-20,15:33:00,Friday,workingDay,Null,UNLOCK
240,17,2019-09-20,04:31:00,Friday,workingDay,Null,LOCK
240,19,2019-09-20,02:45:00,Friday,workingDay,Null,LOCK
241,23,2019-09-20,02:45:00,Friday,workingDay,Null,LOCK
241,29,2019-09-19,15:27:00,Thursday,workingDay,Null,LOCK
241,24,2019-09-19,01:58:00,Thursday,workingDay,Null,LOCK
242,10,2019-09-19,01:58:00,Thursday,workingDay,Null,LOCK
242,27,2019-09-18,22:43:00,Wednesday,workingDay,Null,LOCK
242,43,2019-09-18,23:23:00,Wednesday,workingDay,Null,LOCK
242,20,2019-09-18,19:58:00,Wednesday,workingDay,Null,UNLOCK
243,13,2019-09-18,19:58:00,Wednesday,workingDay,Null,UNLOCK
243,19,2019-09-17,19:47:00,Tuesday,workingDay,Null,UNLOCK
243,13,2019-09-17,23:39:00,Tuesday,workingDay,Null,LOCK
243,26,2019-09-17,23:14:00,Tuesday,workingDay,Null,LOCK
244,18,2019-09-17,23:14:00,Tuesday,workingDay,Null,LOCK
244,7,2019-09-16,10:03:00,Monday,workingDay,Null,UNLOCK
244,46,2019-09-16,11:09:00,Monday,workingDay,Null,LOCK
244,12,2019-09-16,20:28:00,Monday,workingDay,Null,LOCK
244,18,2019-09-16,22:39:00,Monday,workingDay,Null,LOCK
245,18,2019-09-16,22:39:00,Monday,workingDay,Null,LOCK
246,31,2019-09-15,22:39:00,Sunday,Holiday,Null,LOCK
246,43,2019-09-14,12:51:00,Saturday,Holiday,Null,LOCK
247,28,2019-09-14,12:51:00,Saturday,Holiday,Null,LOCK
247,14,2019-09-13,03:13:00,Friday,workingDay,Null,LOCK
247,29,2019-09-13,13:43:00,Friday,workingDay,Null,LOCK
248,43,2019-09-13,13:43:00,Friday,workingDay,Null,LOCK
248,23,2019-09-12,12:31:00,Thursday,workingDay,Null,LOCK
248,35,2019-09-12,10:54:00,Thursday,workingDay,Null,LOCK
248,6,2019-09-12,05:47:00,Thursday,workingDay,Null,LOCK
248,14,2019-09-12,01:51:00,Thursday,workingDay,Null,LOCK
249,45,2019-09-12,01:51:00,Thursday,workingDay,Null,LOCK
249,50,2019-09-11,06:09:00,Wednesday,workingDay,Null,LOCK
249,5,2019-09-11,03:36:00,Wednesday,workingDay,Null,LOCK
249,11,2019-09-11,03:49:00,Wednesday,workingDay,Null,LOCK
250,7,2019-09-11,03:49:00,Wednesday,workingDay,Null,LOCK
250,31,2019-09-10,06:09:00,Tuesday,workingDay,Null,LOCK
250,25,2019-09-10,02:39:00,Tuesday,workingDay,Null,LOCK
251,26,2019-09-10,02:39:00,Tuesday,workingDay,Null,LOCK
251,21,2019-09-09,02:48:00,Monday,workingDay,Null,LOCK
251,40,2019-09-09,12:07:00,Monday,workingDay,Null,LOCK
252,13,2019-09-09,12:07:00,Monday,workingDay,Null,LOCK
252,23,2019-09-08,12:50:00,Sunday,Holiday,Null,LOCK
252,13,2019-09-08,13:05:00,Sunday,Holiday,Null,UNLOCK
253,48,2019-09-08,13:05:00,Sunday,Holiday,Null,LOCK
253,20,2019-09-07,20:59:00,Saturday,Holiday,Null,UNLOCK
254,36,2019-09-07,20:59:00,Saturday,Holiday,Null,LOCK
254,9,2019-09-06,18:42:00,Friday,workingDay,Null,UNLOCK
254,45,2019-09-06,14:00:00,Friday,workingDay,Null,LOCK
254,46,2019-09-06,11:16:00,Friday,workingDay,Null,LOCK
255,12,2019-09-06,11:16:00,Friday,workingDay,Null,LOCK
255,31,2019-09-05,21:21:00,Thursday,workingDay,Null,LOCK
255,22,2019-09-05,10:44:00,Thursday,workingDay,Null,LOCK
256,48,2019-09-05,10:44:00,Thursday,workingDay,Null,LOCK
256,49,2019-09-04,11:05:00,Wednesday,workingDay,Null,LOCK
256,43,2019-09-04,08:18:00,Wednesday,workingDay,Null,LOCK
256,25,2019-09-04,21:22:00,Wednesday,workingDay,Null,LOCK
257,17,2019-09-04,21:22:00,Wednesday,workingDay,Null,LOCK
257,9,2019-09-03,15:52:00,Tuesday,workingDay,Null,UNLOCK
257,38,2019-09-03,05:06:00,Tuesday,workingDay,Null,LOCK
258,44,2019-09-03,05:06:00,Tuesday,workingDay,Null,LOCK
258,23,2019-09-02,15:40:00,Monday,workingDay,Null,LOCK
258,18,2019-09-02,09:29:00,Monday,workingDay,Null,UNLOCK
258,49,2019-09-02,20:02:00,Monday,workingDay,Null,LOCK
259,32,2019-09-02,20:02:00,Monday,workingDay,Null,LOCK
259,11,2019-09-01,07:08:00,Sunday,Holiday,Null,UNLOCK
259,47,2019-09-01,22:04:00,Sunday,Holiday,Null,LOCK
259,43,2019-09-01,08:08:00,Sunday,Holiday,Null,LOCK
259,5,2019-09-01,02:10:00,Sunday,Holiday,Null,LOCK
260,42,2019-09-01,02:10:00,Sunday,Holiday,Null,LOCK
260,8,2019-08-31,20:39:00,Saturday,Holiday,Null,UNLOCK
260,48,2019-08-31,14:15:00,Saturday,Holiday,Null,LOCK
260,49,2019-08-31,03:13:00,Saturday,Holiday,Null,LOCK
260,27,2019-08-31,23:00:00,Saturday,Holiday,Null,LOCK
260,15,2019-08-31,18:51:00,Saturday,Holiday,Null,UNLOCK
260,7,2019-08-31,03:34:00,Saturday,Holiday,Null,LOCK
261,13,2019-08-31,03:34:00,Saturday,Holiday,Null,LOCK
261,38,2019-08-30,22:34:00,Friday,workingDay,Null,LOCK
261,32,2019-08-30,06:40:00,Friday,workingDay,Null,LOCK
261,43,2019-08-30,04:25:00,Friday,workingDay,Null,LOCK
261,25,2019-08-30,15:03:00,Friday,workingDay,Null,LOCK
262,49,2019-08-30,15:03:00,Friday,workingDay,Null,LOCK
262,40,2019-08-29,00:12:00,Thursday,workingDay,Null,LOCK
262,25,2019-08-29,18:22:00,Thursday,workingDay,Null,LOCK
262,19,2019-08-29,09:13:00,Thursday,workingDay,Null,UNLOCK
262,44,2019-08-29,09:34:00,Thursday,workingDay,Null,LOCK
263,40,2019-08-29,09:34:00,Thursday,workingDay,Null,LOCK
263,15,2019-08-28,18:00:00,Wednesday,workingDay,Null,UNLOCK
263,30,2019-08-28,00:26:00,Wednesday,workingDay,Null,LOCK
264,21,2019-08-28,00:26:00,Wednesday,workingDay,Null,LOCK
264,32,2019-08-27,20:08:00,Tuesday,workingDay,Null,LOCK
264,12,2019-08-27,12:49:00,Tuesday,workingDay,Null,UNLOCK
264,41,2019-08-27,18:41:00,Tuesday,workingDay,Null,LOCK
264,9,2019-08-27,15:04:00,Tuesday,workingDay,Null,UNLOCK
265,10,2019-08-27,15:04:00,Tuesday,workingDay,Null,UNLOCK
266,23,2019-08-26,15:04:00,Monday,Holiday,Late Summer Bank Holiday [England/Wales/Northern Ireland],LOCK
266,6,2019-08-25,14:12:00,Sunday,Holiday,Null,UNLOCK
266,6,2019-08-25,13:34:00,Sunday,Holiday,Null,UNLOCK
266,48,2019-08-25,00:17:00,Sunday,Holiday,Null,LOCK
267,32,2019-08-25,00:17:00,Sunday,Holiday,Null,LOCK
267,41,2019-08-24,09:05:00,Saturday,Holiday,Null,LOCK
267,19,2019-08-24,03:27:00,Saturday,Holiday,Null,LOCK
267,22,2019-08-24,04:53:00,Saturday,Holiday,Null,LOCK
267,15,2019-08-24,04:51:00,Saturday,Holiday,Null,LOCK
267,29,2019-08-24,00:02:00,Saturday,Holiday,Null,LOCK
267,45,2019-08-24,21:24:00,Saturday,Holiday,Null,LOCK
268,8,2019-08-24,21:24:00,Saturday,Holiday,Null,LOCK
268,41,2019-08-23,07:12:00,Friday,workingDay,Null,LOCK
268,42,2019-08-23,12:34:00,Friday,workingDay,Null,LOCK
268,33,2019-08-23,12:13:00,Friday,workingDay,Null,LOCK
268,21,2019-08-23,09:28:00,Friday,workingDay,Null,LOCK
269,50,2019-08-23,09:28:00,Friday,workingDay,Null,LOCK
269,34,2019-08-22,06:19:00,Thursday,workingDay,Null,LOCK
269,29,2019-08-22,10:28:00,Thursday,workingDay,Null,LOCK
270,49,2019-08-22,10:28:00,Thursday,workingDay,Null,LOCK
270,5,2019-08-21,00:40:00,Wednesday,workingDay,Null,LOCK
270,7,2019-08-21,08:49:00,Wednesday,workingDay,Null,UNLOCK
270,29,2019-08-21,12:03:00,Wednesday,workingDay,Null,LOCK
271,16,2019-08-21,12:03:00,Wednesday,workingDay,Null,LOCK
271,31,2019-08-20,09:46:00,Tuesday,workingDay,Null,LOCK
271,30,2019-08-20,03:32:00,Tuesday,workingDay,Null,LOCK
271,9,2019-08-20,19:25:00,Tuesday,workingDay,Null,UNLOCK
271,48,2019-08-20,06:54:00,Tuesday,workingDay,Null,LOCK
272,18,2019-08-20,06:54:00,Tuesday,workingDay,Null,LOCK
272,29,2019-08-19,17:36:00,Monday,workingDay,Null,LOCK
272,14,2019-08-19,16:12:00,Monday,workingDay,Null,UNLOCK
272,18,2019-08-19,03:07:00,Monday,workingDay,Null,LOCK
273,41,2019-08-19,03:07:00,Monday,workingDay,Null,LOCK
273,22,2019-08-18,05:28:00,Sunday,Holiday,Null,LOCK
273,48,2019-08-18,10:07:00,Sunday,Holiday,Null,LOCK
273,25,2019-08-18,06:16:00,Sunday,Holiday,Null,LOCK
273,12,2019-08-18,05:35:00,Sunday,Holiday,Null,LOCK
273,16,2019-08-18,16:33:00,Sunday,Holiday,Null,UNLOCK
274,18,2019-08-18,16:33:00,Sunday,Holiday,Null,UNLOCK
274,32,2019-08-17,14:10:00,Saturday,Holiday,Null,LOCK
274,48,2019-08-17,13:20:00,Saturday,Holiday,Null,LOCK
274,40,2019-08-17,16:10:00,Saturday,Holiday,Null,LOCK
275,29,2019-08-17,16:10:00,Saturday,Holiday,Null,LOCK
275,15,2019-08-16,11:18:00,Friday,workingDay,Null,UNLOCK
275,31,2019-08-16,17:39:00,Friday,workingDay,Null,LOCK
275,32,2019-08-16,16:23:00,Friday,workingDay,Null,LOCK
275,20,2019-08-16,00:00:00,Friday,workingDay,Null,LOCK
276,25,2019-08-16,00:00:00,Friday,workingDay,Null,LOCK
276,32,2019-08-15,15:55:00,Thursday,workingDay,Null,LOCK
276,42,2019-08-15,07:50:00,Thursday,workingDay,Null,LOCK
277,43,2019-08-15,07:50:00,Thursday,workingDay,Null,LOCK
277,14,2019-08-14,15:09:00,Wednesday,workingDay,Null,UNLOCK
277,21,2019-08-14,00:43:00,Wednesday,workingDay,Null,LOCK
277,34,2019-08-14,10:13:00,Wednesday,workingDay,Null,LOCK
277,44,2019-08-14,05:51:00,Wednesday,workingDay,Null,LOCK
278,19,2019-08-14,05:51:00,Wednesday,workingDay,Null,LOCK
278,39,2019-08-13,08:19:00,Tuesday,workingDay,Null,LOCK
278,29,2019-08-13,10:28:00,Tuesday,workingDay,Null,LOCK
278,30,2019-08-13,19:44:00,Tuesday,workingDay,Null,LOCK
279,17,2019-08-13,19:44:00,Tuesday,workingDay,Null,LOCK
279,31,2019-08-12,12:49:00,Monday,workingDay,Null,LOCK
279,38,2019-08-12,00:13:00,Monday,workingDay,Null,LOCK
279,50,2019-08-12,18:19:00,Monday,workingDay,Null,LOCK
279,12,2019-08-12,09:31:00,Monday,workingDay,Null,UNLOCK
280,5,2019-08-12,09:31:00,Monday,workingDay,Null,UNLOCK
280,14,2019-08-11,18:00:00,Sunday,Holiday,Null,UNLOCK
280,10,2019-08-11,21:40:00,Sunday,Holiday,Null,UNLOCK
281,29,2019-08-11,21:40:00,Sunday,Holiday,Null,LOCK
281,13,2019-08-10,21:01:00,Saturday,Holiday,Null,UNLOCK
281,18,2019-08-10,22:47:00,Saturday,Holiday,Null,UNLOCK
281,39,2019-08-10,14:44:00,Saturday,Holiday,Null,LOCK
281,42,2019-08-10,15:49:00,Saturday,Holiday,Null,LOCK
281,24,2019-08-10,23:38:00,Saturday,Holiday,Null,LOCK
281,44,2019-08-10,18:49:00,Saturday,Holiday,Null,LOCK
282,31,2019-08-10,18:49:00,Saturday,Holiday,Null,LOCK
282,20,2019-08-09,04:28:00,Friday,workingDay,Null,LOCK
282,14,2019-08-09,01:59:00,Friday,workingDay,Null,LOCK
282,41,2019-08-09,12:37:00,Friday,workingDay,Null,LOCK
283,8,2019-08-09,12:37:00,Friday,workingDay,Null,LOCK
283,30,2019-08-08,23:41:00,Thursday,workingDay,Null,LOCK
283,31,2019-08-08,20:52:00,Thursday,workingDay,Null,LOCK
283,18,2019-08-08,10:59:00,Thursday,workingDay,Null,UNLOCK
283,19,2019-08-08,23:43:00,Thursday,workingDay,Null,LOCK
284,46,2019-08-08,23:43:00,Thursday,workingDay,Null,LOCK
284,23,2019-08-07,08:17:00,Wednesday,workingDay,Null,LOCK
284,33,2019-08-07,21:00:00,Wednesday,workingDay,Null,LOCK
284,39,2019-08-07,19:56:00,Wednesday,workingDay,Null,LOCK
285,28,2019-08-07,19:56:00,Wednesday,workingDay,Null,LOCK
285,26,2019-08-06,11:16:00,Tuesday,workingDay,Null,LOCK
285,39,2019-08-06,14:01:00,Tuesday,workingDay,Null,LOCK
286,9,2019-08-06,14:01:00,Tuesday,workingDay,Null,LOCK
286,11,2019-08-05,22:34:00,Monday,Holiday,Summer Bank Holiday [Scotland],UNLOCK
286,7,2019-08-05,11:03:00,Monday,Holiday,Summer Bank Holiday [Scotland],UNLOCK
286,19,2019-08-05,00:29:00,Monday,Holiday,Summer Bank Holiday [Scotland],LOCK
286,7,2019-08-05,19:06:00,Monday,Holiday,Summer Bank Holiday [Scotland],UNLOCK
286,12,2019-08-05,10:59:00,Monday,Holiday,Summer Bank Holiday [Scotland],UNLOCK
287,41,2019-08-05,10:59:00,Monday,Holiday,Summer Bank Holiday [Scotland],LOCK
287,6,2019-08-04,04:00:00,Sunday,Holiday,Null,LOCK
287,14,2019-08-04,11:50:00,Sunday,Holiday,Null,UNLOCK
287,8,2019-08-04,12:46:00,Sunday,Holiday,Null,UNLOCK
287,41,2019-08-04,07:51:00,Sunday,Holiday,Null,LOCK
287,14,2019-08-04,02:41:00,Sunday,Holiday,Null,LOCK
287,18,2019-08-04,12:30:00,Sunday,Holiday,Null,UNLOCK
288,17,2019-08-04,12:30:00,Sunday,Holiday,Null,UNLOCK
288,11,2019-08-03,20:00:00,Saturday,Holiday,Null,UNLOCK
288,25,2019-08-03,11:11:00,Saturday,Holiday,Null,LOCK
288,39,2019-08-03,11:24:00,Saturday,Holiday,Null,LOCK
288,5,2019-08-03,19:24:00,Saturday,Holiday,Null,UNLOCK
288,40,2019-08-03,02:04:00,Saturday,Holiday,Null,LOCK
288,42,2019-08-03,18:45:00,Saturday,Holiday,Null,LOCK
289,14,2019-08-03,18:45:00,Saturday,Holiday,Null,LOCK
289,42,2019-08-02,09:56:00,Friday,workingDay,Null,LOCK
289,25,2019-08-02,06:40:00,Friday,workingDay,Null,LOCK
289,47,2019-08-02,16:18:00,Friday,workingDay,Null,LOCK
289,13,2019-08-02,18:08:00,Friday,workingDay,Null,UNLOCK
290,32,2019-08-02,18:08:00,Friday,workingDay,Null,LOCK
290,45,2019-08-01,19:23:00,Thursday,workingDay,Null,LOCK
290,17,2019-08-01,21:40:00,Thursday,workingDay,Null,LOCK
291,30,2019-08-01,21:40:00,Thursday,workingDay,Null,LOCK
291,21,2019-07-31,01:42:00,Wednesday,workingDay,Null,LOCK
291,13,2019-07-31,15:54:00,Wednesday,workingDay,Null,UNLOCK
292,10,2019-07-31,15:54:00,Wednesday,workingDay,Null,UNLOCK
292,24,2019-07-30,04:29:00,Tuesday,workingDay,Null,LOCK
292,33,2019-07-30,18:54:00,Tuesday,workingDay,Null,LOCK
293,5,2019-07-30,18:54:00,Tuesday,workingDay,Null,LOCK
293,12,2019-07-29,18:33:00,Monday,workingDay,Null,UNLOCK
